term,Topic,Freq,Term
7208,1,0.9961762735476524,재송신
9513,1,0.6780328859479868,협상
834,1,0.7830207870165039,가이드라인
7947,1,0.6588741867436673,지상파
2580,1,0.4950134091124396,대가
7948,1,0.9923288626602194,지상파방송
3810,1,0.8202350998524455,방통위
4456,1,0.6615736054268117,산정
94,1,0.44644195843354595,120
6472,1,0.9109619853685053,유료방송
3786,1,0.0304717232377317,방송
3540,1,0.2531116915556964,미래부
4376,1,0.2451406809863009,사업자
1537,1,0.13556554745036303,광고
3792,1,0.6028681779035091,방송통신위원회
8646,1,0.39992871108833977,케이블
4394,1,0.2017667633738201,사유
3789,1,0.39245269985184306,방송사
6249,1,0.046604237043658146,요구
1222,1,0.026821858800672616,경우
9337,1,0.1580328913997636,합리적
7483,1,0.022474831060738002,정부
7460,1,0.16097546904708393,정당
3094,1,0.02807885242160669,마련
5899,1,0.06296832621988835,여부
4773,1,0.240077320910409,성실
6417,1,0.07013988051547351,위반
6617,1,0.14989525569101914,의무
4967,1,0.5273853274339395,송출
1997,1,0.029137724610941794,기준
1303,1,0.8253726852860112,고려요소
2434,1,0.004905271305520395,뉴시스
7576,1,0.04544844793341966,제시
7989,1,0.25121965613682046,지침
6384,1,0.07241794420773835,원칙
6701,1,0.01054011918410387,이번
7420,1,0.08467702872361836,절차
9518,1,0.15577038322081685,협의체
1268,1,0.03721784338078616,계약
2293,1,0.022424328205639714,내용
7263,1,0.35395985877490377,저해
8931,1,0.015494701081274998,판단
885,1,0.10241010192713969,갈등
1485,1,0.46980548385030796,과징금
8671,1,0.026533233915714025,콘텐츠
9628,1,0.052007635966686144,확정
2537,1,0.12621460782418303,담고
3765,1,0.015299436810364704,발표
836,1,0.1802249176389009,가입자
2681,1,0.007365781401197545,대한
1571,2,0.3863371354551935,교육
3104,2,0.8436810481993242,마스터
8782,2,0.3893826568038055,텔레콤
8793,2,0.9247701203151089,토익
6060,2,0.3190370318662891,영어
8671,2,0.09603549707502258,콘텐츠
6229,2,0.620350154237271,외국어
9224,2,0.3343989995065499,학습
7563,2,0.023725772185180884,제공
6061,2,0.9138489492173925,영어교육
2712,2,0.2035240159928944,데이터
4620,2,0.04458274655289878,서비스
9109,2,0.04088064283573139,프로그램
6738,2,0.04366200077337075,이용
2624,2,0.03467936329427449,대상
